Technology,Material,n,mu,sigma,cv_fitted,ks_stat,ks_pval,ad_stat,ad_crit,rmse,fit_quality,mean_obs,std_obs,cv_obs,median_obs,q25_obs,q75_obs,iqr_obs,n_bin
a-Si,Tin,2,2.3137198839240294,2.650592200566582,33.52779879671824,0.3413447460685429,0.9332490989253873,0.2504824087501869,-0.242,0.2661651040882831,Poor,71.962,100.75988789195829,1.4001818722653383,71.962,36.338,107.58600000000001,71.24800000000002,2
offshore wind,Aluminum,20,7.078497720034099,1.0121738294761975,1.3362973963080897,0.1291936621954306,0.8506448932876951,0.32900287473310286,0.692,0.061479615742953776,Excellent,1973.35,2227.795754481144,1.1289410162825368,1030.0,522.0,2355.0,1833.0,11-20
offshore wind,Cement,4,5.174727301976811,0.21890024437555056,0.22154888923319963,0.3413447460685431,0.634747558106574,0.5760244842385456,1.799,0.19898206611231736,Fair,181.0,45.033320996790806,0.24880287843530832,181.0,142.0,220.0,78.0,4-5
offshore wind,Chromium,4,5.848450813013264,0.17877234472642828,0.18021027189353878,0.3217983546681476,0.7007346167192171,0.3453676239303878,1.799,0.1757984956106985,Fair,352.39,74.79444096990096,0.2122490450066715,333.0,293.89,391.5,97.61000000000001,4-5
offshore wind,Copper,49,8.247126043170773,0.8501011805358973,1.0295290340457415,0.1199676637225554,0.4464109106246896,0.6065493224813494,0.735,0.046594908003717496,Excellent,5442.890184646938,4860.9535211282355,0.8930831518224999,4000.0,1800.0,9371.0,7571.0,21-50
offshore wind,Dysprosium,18,2.7304621418661625,0.5875690741955116,0.6421255249614519,0.1713369937163922,0.6064537904060617,0.845520235657105,0.687,0.07384956126726432,Good,17.555555555555557,7.845845826424717,0.4469152685938129,17.0,13.0,22.0,9.0,11-20
offshore wind,Fiberglass,5,9.04034383202566,0.3022969472661636,0.3093364842258459,0.3702821008959257,0.39816338107571936,0.7309593671876211,0.984,0.17846096716309448,Fair,8809.8,2726.1887682257075,0.30944956392037365,10551.0,5833.0,10921.0,5088.0,4-5
offshore wind,Lead,3,8.621936055036954,0.26998380380385006,0.27497920325445435,0.4269166055731903,0.5205417628221893,0.48776673589398367,-1.771,0.20904682319714607,Fair,5743.333333333333,1691.6362887256034,0.2945391100508886,6720.0,5255.0,6720.0,1465.0,3
offshore wind,Neodymium,41,4.909233540454829,0.495459597725323,0.5274798487874515,0.25339646420262124,0.008294615829121499,4.364884453895442,0.727,0.13281172528681884,Poor,148.8509756097561,50.799034134758806,0.3412744453078969,165.7,124.0,186.0,62.0,21-50
offshore wind,Nickel,4,5.014923639217546,0.5289569507499581,0.5682070057776858,0.46814856917461345,0.24937748118403436,0.8268376684454859,1.799,0.2595667735056805,Poor,177.39249999999998,132.785,0.7485378468650028,111.0,111.0,177.39249999999998,66.39249999999998,4-5
offshore wind,Praseodymium,4,3.478339379355142,0.05198722061986543,0.05202236649564458,0.3032080841037217,0.7608052827229912,0.30394549738780796,1.799,0.17099619435736993,Fair,32.45,1.9689252567496476,0.060675662765782665,32.0,30.95,33.5,2.5500000000000007,4-5
offshore wind,Steel,20,12.436830319861457,0.5679327300757845,0.6169607672368086,0.1296426887748267,0.847830875087366,0.5074547375708178,0.692,0.07191716231298097,Excellent,302454.75,218424.95010315508,0.7221739784319972,221335.0,154000.0,337625.0,183625.0,11-20
offshore wind,Terbium,3,1.8519154652762655,0.06732706545072989,0.06740343483362354,0.3590444484711892,0.7080966407156326,0.33490781396577374,-1.771,0.22898069164902682,Fair,6.386666666666667,0.537152988759565,0.08410537402289639,6.16,6.08,6.58,0.5,3
offshore wind,Vanadium,2,8.853665428037289,2.5210025628093713e-13,0.0,0.7398777790395135,0.13532713967483237,,-0.242,0.25020483479975547,Poor,7000.0,0.0,0.0,7000.0,7000.0,7000.0,0.0,2
onshore wind,Aluminum,38,7.122030407048837,1.05535376681359,1.430323147994619,0.1483636994266067,0.3389481437145293,0.5953254582610654,0.723,0.05179390585873651,Excellent,2005.078947368421,2299.1649880440314,1.1466705543248485,1660.0,595.0,2145.75,1550.75,21-50
onshore wind,Boron,3,0.5972531564093517,0.8446435139642445,1.0202768536367368,0.4269166055731899,0.5205417628221902,0.4877667358939841,-1.771,0.25638602216964157,Poor,2.6666666666666665,2.886751345948129,1.0825317547305484,1.0,1.0,3.5,2.5,3
onshore wind,Cement,6,10.871211887065913,0.23419990214245076,0.23744834543637133,0.2135723634085931,0.8975245303035367,0.25777944080724247,0.809,0.11615943381915586,Good,54093.833333333336,13749.399454764076,0.2541768369425488,53584.5,42815.75,63178.0,20362.25,6-10
onshore wind,Chromium,10,6.190718688837711,0.3937365182329613,0.4095011312938549,0.18251515184467532,0.8356604463924637,0.21866716239467898,0.684,0.0717541880677812,Excellent,526.49,212.73719023976767,0.4040669153065921,497.5,359.0,657.25,298.25,6-10
onshore wind,Copper,102,7.9568063059018295,0.6049334056143733,0.6647368716625424,0.11291717863635414,0.1373234371637696,1.0008195182262796,0.759,0.04288375870897,Good,3500.3207264411762,2741.888834631268,0.78332502902355,2520.0,1940.0,4677.25,2737.25,>50
onshore wind,Dysprosium,47,2.1757030060895333,1.048664632945045,1.4153647721947764,0.2237149062955811,0.015094661221533578,1.6892283792115421,0.733,0.08172553822313375,Fair,13.44127659574468,10.761135712048983,0.8006036952960114,13.3,3.5,17.5,14.0,21-50
onshore wind,Fiberglass,3,9.05980777048447,0.10969611929463126,0.1100269479686499,0.31895740384279764,0.8304640890619072,0.2765705541351564,-1.771,0.171818966704483,Fair,8653.333333333334,1126.1142630005772,0.13013647107094498,8980.0,8190.0,9280.0,1090.0,3
onshore wind,Lead,2,8.812843433517184,1.5280817474461588e-14,0.0,0.7572503395137686,0.11785479533236119,,-0.242,0.2501051127487499,Poor,6720.0,0.0,0.0,6720.0,6720.0,6720.0,0.0,2
onshore wind,Manganese,3,6.671979530937544,0.010336020837047844,0.010336296901064704,0.2234822745865362,0.9911967261663682,0.1895029366143537,-1.771,0.17255076942066538,Fair,790.0,10.0,0.012658227848101266,790.0,785.0,795.0,10.0,3
onshore wind,Molybdenum,4,4.596767840070278,0.1717447270744128,0.17301900046633206,0.246171976949828,0.9172172215432547,0.27094322751772904,1.799,0.12318828071423041,Good,100.575,18.724026454442612,0.18616978826192007,104.0,93.075,111.5,18.424999999999997,4-5
onshore wind,Neodymium,50,4.440716428475935,1.0180872875499958,1.3488279827717187,0.2521899247012985,0.0027347923065865754,3.0932213092360925,0.736,0.10510848954404527,Poor,122.9474,80.63427836971124,0.6558437052732408,150.0,40.2,186.0,145.8,21-50
onshore wind,Nickel,13,5.347843718886765,0.6053807520408632,0.6653239766855134,0.3122721249520527,0.12654062710594993,1.4537072385011545,0.679,0.1420485200016911,Fair,249.8153846153846,141.60806148282336,0.5668508434772459,240.0,111.0,377.0,266.0,11-20
onshore wind,Praseodymium,15,1.9736433945176155,1.432345222709597,2.6039277204455757,0.19245276344149942,0.5701139018001937,0.43254247271468493,0.681,0.08074552755285835,Excellent,18.373333333333335,24.155285333106907,1.314692597955746,4.0,2.5,26.0,23.5,11-20
onshore wind,Steel,48,11.691421546383992,0.2197072283603176,0.22238547268210423,0.10211985272565971,0.6609175432759211,0.7162262024292545,0.734,0.04755431024156985,Excellent,122338.6875,26144.244950833865,0.21370382080348757,119992.5,108250.25,132700.0,24449.75,21-50
onshore wind,Terbium,16,1.2843248991573648,1.281364702843855,2.0408210141278578,0.22584179145832028,0.33604117192809047,0.6942452934865813,0.683,0.09500219994220213,Good,7.2125,8.460328992815036,1.1730092191078039,6.6,1.0,8.25,7.25,11-20
onshore wind,Vanadium,2,4.5020269688641985,0.002217298533933043,0.002217301259211707,0.34134474606858806,0.9332490989253214,0.2504824087501869,-0.242,0.26616510408833516,Poor,90.2,0.28284271247462306,0.003135728519674313,90.2,90.1,90.30000000000001,0.20000000000001705,2
onshore wind,Yttrium,2,-0.05268025782891318,0.7458274383888585,0.8626324338272305,0.34134474606854304,0.9332490989253871,0.25048240875018735,-0.242,0.2661651040882831,Poor,1.225,1.0960155108391487,0.8947065394605295,1.225,0.8375,1.6125,0.775,2
onshore wind,Zinc,2,8.612503371221326,3.4557900717476945e-12,0.0,0.5874779884689139,0.34034881999530714,,-0.242,0.4199897530905062,Poor,5500.0,0.0,0.0,5500.0,5500.0,5500.0,0.0,2
utility-scale solar pv,Aluminum,4,9.891042676724194,0.44612713319716674,0.46927376117817243,0.2846957427364018,0.8166166908617156,0.29483865320841485,1.799,0.16688314546925923,Fair,21863.25,11721.936796024793,0.5361479558631399,19000.0,16988.25,23875.0,6886.75,4-5
utility-scale solar pv,Cement,6,8.915018065294575,0.26538178874095286,0.27012361959308673,0.2067820344287047,0.9158717860973862,0.249401249703884,0.809,0.10545761831283772,Good,7705.166666666667,2193.008291517993,0.2846152959942021,7147.5,6566.5,9440.0,2873.5,6-10
utility-scale solar pv,Copper,11,7.178769269794975,1.2034668366390653,1.8044421254725198,0.24430634283885716,0.4560740403131238,0.5547267766622994,0.68,0.10798307486721943,Good,2614.181818181818,3007.237729817243,1.1503552311861758,884.0,641.5,4870.5,4229.0,11-20
utility-scale solar pv,Glass,3,11.049925592627831,0.11787999157862934,0.11829068557329676,0.3554199803620632,0.7180337041056274,0.32882547238891924,-1.771,0.1803102725308592,Fair,63366.666666666664,8787.680771018788,0.13867986487667736,66700.0,60050.0,68350.0,8300.0,3
utility-scale solar pv,Lead,6,3.183834236338328,1.541859347645122,3.126674739109014,0.30761886881899153,0.5229311453553962,0.43762917412920377,0.809,0.14509538416827436,Good,77.47500000000001,129.37794986009015,1.6699315890298825,22.66,6.08,63.75,57.67,6-10
utility-scale solar pv,Nickel,5,0.12400774174786136,0.11820697512959756,0.11862110291474368,0.2790920261210962,0.7445443440799313,0.46861451917016694,0.984,0.15876314401852568,Fair,1.1400000000000001,0.15165750888103102,0.1330329025272202,1.1,1.0,1.3,0.30000000000000004,4-5
utility-scale solar pv,Silicon,15,7.8924260033278895,1.8467760592016278,5.411363792114198,0.3826077420728601,0.01745820546166499,2.6008022188617517,0.681,0.16945045279976245,Fair,4633.533333333334,2565.8110627097644,0.5537482690048842,3653.0,3138.5,6629.5,3491.0,11-20
utility-scale solar pv,Silver,30,3.256058613479373,0.7725831331628868,0.9035768822638008,0.09854105587457385,0.9052846234327075,0.30773022650451054,0.712,0.03414693392893033,Excellent,33.63129166666667,23.070446499113594,0.6859815771506523,29.728125,17.25,44.8421875,27.5921875,21-50
utility-scale solar pv,Steel,2,10.93221331443024,0.0008936552870482117,0.0008936554654603254,0.34134474606865456,0.9332490989252241,0.2504824087501869,-0.242,0.26616510408844263,Poor,55950.0,70.71067811865476,0.0012638190905925784,55950.0,55925.0,55975.0,50.0,2
