year,material,mean,std,p2,p5,p25,p50,p75,p95,p97
2029,Nickel,1327593.9262570522,894827.8279332808,401956.9407693109,466866.04509284324,772606.1454221416,1109839.9687386025,1613616.205243955,2855590.1019725385,3504926.871133173
2029,Niobium,258280.7223551401,219115.21464216744,56376.565490931454,69071.93706968758,125689.73272255104,198185.74089907983,319750.14079691825,627805.8928635321,800734.8304844195
2029,Praseodymium,115819.06398837008,235989.05703170097,10778.037562347214,13737.79757905818,30021.09308127782,55016.603936860396,113700.77468331062,390267.2346639323,604387.805924219
2029,Selenium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,Silicon,29908356.195246194,17881181.89176151,9236369.605634423,10769643.346933665,17903949.786982235,25525015.353926606,36900435.39815279,63939407.831189275,74922366.92742203
2029,Silver,206060.2938763127,170540.530390885,47933.087797009466,56748.07981517089,103397.42875779067,158914.9024241072,252782.76078317416,505545.63285515143,637680.4645811734
2029,Steel,1311872566.7533224,382791560.9868296,818678522.4318708,871386739.8649633,1061460820.0793428,1237951855.3234591,1470887522.6002636,2016032023.1415076,2283369378.529436
2029,Tellurium,127426.67999016792,89897.06859660604,29541.312985020984,36559.68504432797,67192.52081393407,103478.50926360211,160058.8154748058,302582.93426909985,364915.2671357554
2029,Terbium,43153.29848786249,84580.17105621764,3645.9571181085844,4729.940128083966,10774.046761989426,20643.066669209707,43654.88236040263,143884.13998456413,215300.04007581735
2029,Tin,4579964.734857451,3643180.675472053,1069901.3794801119,1309207.0350039208,2336155.587034408,3569040.6232646112,5557985.460914254,11174410.3531634,13903689.159415305
2029,Vanadium,4545302.966673425,3710926.4681743826,1101370.8820922382,1331178.5076414207,2336020.6305137533,3541946.228356165,5571755.036261875,10813010.136602828,13513351.698740464
2029,Yttrium,7694.735735997986,6657.332226319843,1302.0630323912826,1667.010141592321,3478.7657381346316,5829.159365372614,9695.389154628265,20136.226355726732,25426.377631798754
2029,Zinc,34210888.228533,29534332.284799132,5554183.095395831,7350289.610964191,15370021.420034193,25907890.708393093,42967386.92007381,88934549.00896922,114178382.60990246
2032,Aluminum,225035819.99276295,134465246.0087613,77304459.23236458,89117826.13605681,136554844.4924023,190335317.68262783,272565558.2392432,478572062.5813641,594664561.8110294
2032,Boron,24582.60896705511,15064.399511642878,6992.403313135111,8451.333817778228,14561.345206675547,20849.11977202657,30501.431021348108,53153.440502233054,63276.81474091328
2032,Cadmium,133209.51278730636,108681.6788801895,24826.637100628966,31360.85483971582,62708.21125861807,102757.2651415925,168594.96638810853,332515.6394038521,417668.03529270925
2032,Cement,865634735.5661767,144271600.50397542,620519409.1311841,653942607.7003579,762887058.8097485,853462695.1006448,953152194.5792029,1121549657.934007,1180665076.5586243
2032,Chromium,5544207.734184474,2027636.65555749,2686390.081016858,2968883.727422747,4102206.9904097994,5181758.0566267185,6585256.256328961,9307269.610147133,10441940.006022727
2032,Copper,69402382.2932972,39140049.21929308,27528292.575459447,30882440.627231605,45632538.50126474,61215141.78964211,82211311.24942546,133968380.41347367,161703275.50840253
2032,Dysprosium,158757.1216303311,183379.5648075774,27048.286410687593,32938.62836054242,62097.1167676169,103898.36791608557,182646.74580352893,479144.7592238966,619122.8784894694
2032,Fiberglass,122408013.46761128,98684588.50712459,28773106.533212945,34563746.0155488,60786979.17017549,94060124.23825246,151428795.73087555,299452401.3495018,382673037.5279338
2032,Gadium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,Gallium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,Germanium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,Glass,747849010.2719747,476641951.8395646,227945344.5713038,263548828.46229935,437810129.1203058,626377333.214354,907984546.1620636,1642647894.1922297,1944805095.0359485
2032,Indium,32307.65550390625,28426.224231644384,5309.713113965217,6768.242354930047,14583.394933259468,23859.376518307137,40707.424475597305,84540.74625617171,107850.98270924276
2032,Lead,92763184.70419629,72829738.34191497,22220708.760435276,26606629.56807978,48387033.912432194,75090589.01677844,115081275.38987166,214499631.77177674,268774021.5478703
2032,Magnesium,491450.5830088875,369195.5265783417,119042.27974202111,140633.52033277223,254576.83932745276,388536.2913286637,606339.3278050367,1161823.2765760447,1427159.6112990829
2032,Manganese,10316423.536672065,8367265.7841936005,2244152.952832457,2706488.186374908,5039321.351916255,7931354.076033242,12759469.80124834,25735005.074559137,34327770.86507197
2032,Molybdenum,1610698.6659038863,1068573.9953714574,452162.84060385637,545680.6919375692,908881.2283958377,1343177.534204111,1985870.6954424733,3562849.3624021355,4417595.439456707
2032,Neodymium,1490302.291176284,1741470.16560525,259646.83826654227,311094.5984677356,588169.859004478,993529.6945933991,1704878.710005113,4242040.12312038,5828785.680414292
2032,Nickel,2640093.9528285926,1748754.4681119649,822788.9485785773,944641.6012431151,1550765.7825754802,2230802.6084059677,3217292.771727718,5619125.106619499,6886960.90314403
2032,Niobium,527865.0795390228,429974.2249427911,123665.45449647089,149832.50733291058,266440.0939731434,411125.7490228175,650689.3320376517,1248126.9645216947,1582869.2578402024
2032,Praseodymium,246858.10139854354,462114.03026547405,28212.649491151704,35044.05302709744,75277.15264386612,130293.58687108438,251507.18401532457,783743.1717920878,1208429.0184646433
2032,Selenium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,Silicon,35016685.299212456,20457148.905007306,11088156.529856425,12854769.785301363,21208732.578561135,30030929.315112382,43073486.532889545,74071272.77889954,86528706.4959611
2032,Silver,241191.01952689383,194968.70133492124,58009.8127477518,68369.44788150053,123304.798555978,187367.3361039256,295627.57489489875,583129.1667656013,732428.1922530158
2032,Steel,2427938065.667974,538571842.6748638,1625198082.553764,1712886212.463453,2059662835.0009103,2350589883.736927,2703530004.1752777,3422239778.934859,3698974395.0278206
2032,Tellurium,145182.72987154115,102423.6198205234,33657.696045175755,41654.03099561908,76555.34617609117,117897.54279940814,182361.93372087044,344745.8288414842,415763.75260392454
2032,Terbium,88210.84642296343,165287.54630430907,8963.329881266618,11419.862847602364,24763.547730477745,44932.8222505207,89690.39655205994,286840.17127357976,425862.97962786123
2032,Tin,5357275.761084714,4166618.960475664,1300925.8332453724,1585076.0809199559,2789433.0241277074,4204794.9019281985,6491849.560992364,12863051.487169845,16058890.953888146
2032,Vanadium,13387691.10128049,11391362.35235823,3039987.3009132575,3672713.611910474,6645000.927245469,10312789.424555779,16416093.065122906,32924445.400304627,41133420.19956953
2032,Yttrium,15018.992447929333,12994.13337389765,2541.435537379937,3253.758619684354,6790.039078890213,11377.661753442018,18923.973673569184,39302.95229654583,49628.54953467175
2032,Zinc,66774622.23134446,57646672.83697211,10840948.516778102,14346684.271522531,30000021.255059518,50568392.24130521,83866019.80895047,173587159.55337122,222859409.98758683
2035,Aluminum,238222616.54822972,155108234.24568337,73062720.06063561,85907567.4791443,137116699.7378827,195761383.74506903,291073607.7886587,535186321.49884516,661781598.0972713
2035,Boron,18743.417653510092,12493.478809586899,5020.746887690429,6097.855363112337,10588.356190268289,15430.143477287067,23030.32266010663,42326.49907523843,52409.278542482934
2035,Cadmium,155293.6853545512,126699.49833667435,28942.52737394659,36560.02204365589,73104.30782741008,119792.90417698507,196545.52527671237,387641.8282791724,486911.2355283704
2035,Cement,736219626.1095539,138403691.02756318,509046679.2261021,537307243.1181824,635858696.3129504,722020194.2573462,815660480.4950984,988544238.926356,1047251342.3734565
2035,Chromium,5716437.311448243,2168721.1023556716,2705021.748254116,2958181.9358363487,4167576.556926745,5311128.43386915,6812535.845003699,9677518.767603923,10914262.397992725
2035,Copper,69496188.6427036,43813080.16472247,25272010.692993112,28890185.505319655,43523425.3304049,59595978.613173366,82585969.11480814,141069908.20083317,169929260.65125483
2035,Dysprosium,158930.59396766825,201494.39323363587,19463.868712286403,24532.051848744322,52490.380491115204,97476.35073572176,183977.63925807166,515482.3496895282,668755.587774377
2035,Fiberglass,126871161.44586267,108619791.57313575,24578529.686239626,30221971.12418891,58884657.48166034,96146262.3474671,158898453.65171993,322945407.0837231,414088833.27281076
2035,Gadium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Gallium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Germanium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Glass,800754173.0303013,549763015.3346477,221041562.36601943,257136825.88785562,445454787.66724956,652234187.3443342,985897263.2887123,1830618777.839603,2179343529.4988294
2035,Indium,37663.788293991434,33138.87296243873,6189.98523746288,7890.317115325493,17001.10672863716,27814.909252808466,47456.115076414855,98556.35512838479,125731.08499218439
2035,Lead,94352252.63833027,79585954.71271737,19484457.92051934,23838187.956793174,45627869.888488196,74681957.73595318,118209033.0513449,229062007.37136403,288483683.83485436
2035,Magnesium,512244.1636730783,425798.1324426125,101304.3183379526,122402.23010160492,243638.54413714414,387559.4078162398,635863.850444206,1295785.0427461285,1613860.5242538997
2035,Manganese,11246513.877749005,9218439.634013012,2421042.574002239,2874648.66752423,5435185.865799774,8597533.482942857,13922672.520955136,28319441.99977457,37638884.44736149
2035,Molybdenum,1696757.2279213627,1173809.4822729914,447268.8804235841,530001.2175913191,927758.9487714232,1396605.2170147512,2101297.487934057,3864490.938407873,4774876.453543255
2035,Neodymium,1505451.4805596354,1915652.9786077188,180558.5701699105,229557.02946065174,511359.0145439906,953323.1936862273,1739028.5094161336,4532410.352850055,6316397.168790955
2035,Nickel,2822240.411641112,1922942.692240424,844387.055232345,969774.4490848075,1632736.012990518,2358967.854718442,3444406.301952535,6092160.052850139,7487863.887001619
2035,Niobium,537520.5603062154,470026.4674487861,109521.3729978948,135294.48330699033,253077.4114368097,408062.54372717685,664900.3452079614,1324851.3691403666,1705885.678050036
2035,Praseodymium,233429.0470971847,506705.36571200646,17082.011588544563,22615.230689058255,51370.799756847366,101860.24758330251,224283.57457236596,824631.0515160951,1277701.3639600393
2035,Selenium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,Silicon,36474159.27107962,23597046.55574167,9782835.676726695,11810085.016192663,20642643.836705625,30582005.801349647,45615580.533504054,81750200.8425003,95712655.67536487
2035,Silver,251556.96012780388,225380.51769174877,48985.306310472886,60647.18040502266,115581.55805373628,188167.70648671547,311870.60868719534,646722.5573194829,813963.2843306352
2035,Steel,2288519485.7431207,554670342.4506673,1505955306.5048478,1595483359.2464628,1918330163.4050696,2193094138.2392454,2550398638.170926,3309775020.3410397,3635184483.735094
2035,Tellurium,169251.8852432462,119403.94538248179,39237.64564580493,48559.65499634192,89247.09348844286,137443.21657267312,212594.85274984798,401899.60274747724,484691.25085527555
2035,Terbium,89796.69837034463,181746.83130491688,6286.949002132452,8163.384471883204,20214.429235239764,41150.056502837295,90382.82514453618,306977.2266414041,459744.7384101352
2035,Tin,5602492.645546546,4807385.733627589,1120442.2595573277,1386137.4492127046,2639702.88586108,4262454.810268819,6899752.2692245245,14284495.059137408,18024439.316912636
2035,Vanadium,6388146.638251006,4897710.971689324,1654601.0601602949,1982151.2253351319,3456601.326089505,5109735.153150073,7818286.877954871,14588465.221322984,18078792.700767897
2035,Yttrium,16543.917590632107,14313.468259922018,2799.4754134199106,3584.1228797800186,7479.452922543991,12532.87123458025,20845.38373850663,43293.503616632115,54667.49094460132
2035,Zinc,73554457.87531905,63499719.31176273,11941663.829159819,15803347.868359175,33046016.973618187,55702758.81231001,92381198.35161686,191212005.22601074,245487020.911303
2038,Aluminum,121042227.9274252,76712865.14302407,39516113.25650736,45091198.63243878,71243300.60553077,100613908.66525252,146809820.92371094,268042428.66890255,329725987.44407517
2038,Boron,10279.112807815705,6310.062363087424,2922.3147842079397,3540.512049168495,6074.103005091111,8717.710150660198,12751.194954054352,22566.757352351306,26670.366079936324
2038,Cadmium,76896.3322485204,62737.43003505992,14331.388916282604,18103.322074324125,36198.852069614346,59317.5114595131,97322.88842995832,191947.50097355156,241102.45086427033
2038,Cement,336958569.6881223,58307863.5091893,240159650.11945558,252892444.78352717,294694821.0626123,331292901.0017818,371941808.7012741,441175271.3450226,467482706.4262416
2038,Chromium,2474964.9643838643,905542.1383120395,1204384.6875430765,1317934.6127786008,1829071.6389958907,2312162.128653343,2940385.9891009736,4141858.7482598517,4668834.138605255
2038,Copper,33150638.44731553,20806551.658722237,12447764.432760645,14155739.757605512,21070700.99400238,28471589.12718141,39136208.078933686,66063185.423342474,79794147.0963465
2038,Dysprosium,69979.31875144469,82514.00479457465,11216.466979132978,13742.49677219892,26671.681060490995,45186.01903458699,80480.18466445216,215021.1596196527,277556.80968709104
2038,Fiberglass,54367742.53696615,44430334.41542586,12352697.266076114,14836663.374526365,26606623.62940241,41698354.95967798,67427931.96126233,134151528.06607577,171577033.65469462
2038,Gadium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,Gallium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,Germanium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,Glass,411463298.4642886,273047107.0502234,120334411.35817204,138555337.50795808,234937362.53126615,338389205.14497066,501103626.4216522,927637244.4944288,1101097793.6418364
2038,Indium,18649.870867449405,16409.281419545598,3065.077374824708,3907.025872050208,8418.389637756929,13773.029460168713,23498.709453694257,48801.86990123056,62257.90355514041
2038,Lead,41049612.78467381,32715683.060274743,9640146.400096785,11394095.790860567,21177856.437583018,32994017.457718268,50935834.64533918,95838724.79983194,120025974.38553947
2038,Magnesium,267414.1635917528,211477.77491060534,59991.29412530087,71185.5661696759,133659.47506991602,207020.63147993505,330725.5404242652,656152.1959727248,807918.4517374096
2038,Manganese,4575716.117328428,3768320.5479572536,951624.3197091969,1158748.0161101236,2197513.282944507,3481946.1593117053,5674873.530086141,11524145.773489762,15369313.980471196
2038,Molybdenum,743062.3869116063,484926.3515541655,211787.40464127608,252052.4029559461,423606.137032455,621868.9481268983,914027.616763894,1634630.8065349073,2015463.392133164
2038,Neodymium,658200.8650208245,783886.0922813123,107631.15593448348,130250.96587856588,253271.64864296484,432784.04674774787,754012.0258944554,1898354.4573010164,2612431.627287756
2038,Nickel,1185720.1367268555,786907.7268335711,368433.5176233451,426299.9708451033,698260.5888124199,1001362.0357886973,1440020.5173278777,2523900.96448487,3095077.6821018886
2038,Niobium,233541.89929581963,193172.33594694512,54047.85975094835,64606.8092848737,115990.49890590104,180856.13208443273,288322.2160792374,557086.7131858559,710268.5515718316
2038,Praseodymium,107513.5594353381,207802.06896548808,11573.879538622818,14311.934392729685,31154.144103862098,54600.76650032638,108097.49046210232,350388.4500629329,540835.6959805563
2038,Selenium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,Silicon,19047244.81286539,11718771.928663297,5561805.822820924,6668581.272164196,11210820.043721784,16129147.868853625,23601808.963421416,41294588.961346895,48392373.16768921
2038,Silver,131192.82874468405,111841.86428929018,28927.35376394399,34727.8610453977,63970.48297179236,100047.81313167312,161489.0641524237,328589.8734918616,415418.28405458626
2038,Steel,1090185060.8114996,273504037.2176711,707621172.4013213,750366665.4052559,905315935.2505367,1044123032.0534263,1219918649.6416242,1597202206.285096,1755302760.169905
2038,Tellurium,83807.97436572444,59124.9118401221,19429.193333527248,24045.14617543525,44192.229306901005,68057.36641994034,105269.98824230343,199007.48258282378,240003.18737123653
2038,Terbium,39024.257223843815,74394.63831721505,3745.767394149257,4806.854308947974,10490.5236771573,19421.78863325392,39463.256552613915,127829.40124548908,190904.8194621283
2038,Tin,2920042.9915679223,2388017.500716176,651441.511668989,792249.6856004944,1455702.416223993,2265392.3898954336,3563541.104954425,7266708.776432901,9058009.018846167
2038,Vanadium,5235477.432951242,4400005.161701162,1216195.8198516155,1461693.994137627,2624102.02635073,4049622.4751275512,6425679.1746707065,12767117.898553034,15927921.23116834
2038,Yttrium,6763.474298809332,5851.623363841168,1144.47983103685,1465.2589296559981,3057.7453818692416,5123.680773976317,8521.99706580023,17699.223742646343,22349.13030475727
2038,Zinc,30070488.60568982,25959916.518799853,4881983.723086084,6460715.036643667,13509852.503474902,22772367.882995445,37767225.16426019,78171175.35100746,100359854.1596355
2041,Aluminum,126844976.96704537,80284573.48806238,40839366.18961143,47681797.52912153,74737965.49232341,105393541.01861781,153493087.70311356,279586836.5520796,345395786.66474164
2041,Boron,6890.515915011732,4416.568446687823,1899.3117114423426,2335.448269624582,3972.532431430902,5755.710975209973,8526.37257311238,15417.409207787867,18582.202929115665
2041,Cadmium,80625.3941494919,65779.8607111096,15026.384826139447,18981.236620497788,37954.303287696326,62194.094328631225,102042.52933771619,201255.9308028681,252794.63354007152
2041,Cement,301999428.2705134,58491408.89168225,211082590.277359,222835103.7112103,261240428.74886143,294541787.0684108,333505483.43773013,403936216.6031703,437449416.5904691
2041,Chromium,1979621.93478091,734659.1956916683,950730.3911428476,1042857.7988710806,1454554.7114073152,1848568.202109343,2355178.218964089,3322939.9396943054,3770983.0290396963
2041,Copper,30878431.040497042,20726283.53374261,11686835.178586705,13183582.647592783,19349726.475514784,26051133.12279834,36322174.9429739,62424359.97622993,76484616.32460612
2041,Dysprosium,54625.09802407702,67870.8270742367,7367.569236094969,9180.997464924225,18781.897594239636,33963.74691174681,63181.40677339069,174382.80083377342,226013.1186506376
2041,Fiberglass,43275255.686281025,36580412.78151708,8833062.542957794,10742883.312166736,20376531.03052292,32860888.800300196,53996383.59553449,109247327.1549659,139938885.1681012
2041,Gadium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,Gallium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,Germanium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,Glass,436158383.87393314,286674713.47772795,128780982.86931531,148261847.68597776,250567459.5299704,360312298.1789063,529968254.1556138,976804067.0165111,1160229443.6369061
2041,Indium,19554.290114456882,17205.044031033798,3213.7172764659003,4096.495784327495,8826.636626237925,14440.947915042241,24638.271505400004,51168.50025177435,65277.079755007835
2041,Lead,32357103.391008217,26827974.255216204,7022844.917224467,8492506.415067742,16099832.139725978,25687420.85710655,40497341.97951888,77601007.38071102,97516269.71013124
2041,Magnesium,284206.59880736255,222031.96977016484,65003.77870671343,77354.59450455665,143226.2441715164,221262.35484151,351876.0497675368,691433.732948327,852473.2024357492
2041,Manganese,4052630.1044083666,3114597.8057470475,1026797.7059127438,1212743.1331007301,2093060.02433189,3165824.530490683,4971935.56434174,9814379.121318098,12969200.279237939
2041,Molybdenum,621800.9233541759,404127.5825805413,175547.809234865,207558.18249073962,354776.0900051113,521535.81399022037,768287.3992207712,1372429.916701904,1678893.3049645089
2041,Neodymium,516396.5043466768,645177.6018724217,68565.45110678657,86435.94709124503,183457.5088539035,330947.4892482122,595704.2623973317,1538456.851944419,2136655.584198071
2041,Nickel,1049204.1484020825,653445.0267525021,351688.78880372166,405019.5382692892,641341.7596405483,898470.0998892414,1268180.8763375755,2171853.881298634,2631409.233586283
2041,Niobium,184054.1655198804,158437.46209451486,38616.717464739595,47781.58984219293,88226.86811330872,140455.44821011447,227070.4745686108,450124.00616127375,577358.6519799927
2041,Praseodymium,81277.48355631299,170726.7540603509,6794.640473580247,8796.657188197001,19609.407547272607,37109.070340964216,79294.88509316448,280144.4334950762,433896.62720814947
2041,Selenium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,Silicon,20244939.69567549,12303398.03805092,6053887.605009857,7177026.935461642,11974820.938318387,17205949.881629676,25016996.4191623,43648139.42343523,51195143.98864027
2041,Silver,140009.81365224364,117387.30055208987,32087.731791704515,38127.027755618205,69329.97795291412,107138.50404916266,171929.12288810514,346772.92412570445,438366.0503111814
2041,Steel,997436329.9871876,272030857.9803109,636435198.0682514,675394718.782418,817038404.2277987,944419019.4758022,1111456169.5384011,1500544077.5366578,1673471511.0547378
2041,Tellurium,87872.21403836283,61992.15465514648,20371.40556274655,25211.20749311053,46335.316679322874,71357.78563079212,110375.02109616422,208658.28385783706,251642.0616317839
2041,Terbium,30749.658405905117,61216.68083249534,2399.6840009825396,3093.338300033657,7323.393335179195,14438.996945980096,30975.77331733355,103626.17964604014,155353.84979456686
2041,Tin,3102168.8286418617,2507052.803745735,708099.6893397818,859670.1066271411,1560704.724136245,2412086.0143330707,3779124.7007760825,7662533.886647856,9535247.07452039
2041,Vanadium,2731706.212539035,2175916.770796417,684003.6113951183,817831.2089134371,1436402.6347765855,2152929.1207394283,3348232.2648355407,6378905.840829504,7950490.720221827
2041,Yttrium,5570.920855054167,4819.849857237399,942.6821596756088,1206.900650263721,2518.595734192372,4220.260005040555,7019.3762973172925,14578.450410247959,18408.47330920053
2041,Zinc,24768381.558660917,21382596.272378363,4021179.6090898355,5321544.896317034,11127760.043911686,18757084.53282339,31108009.43564509,64387829.65489915,82664142.69461097
2044,Aluminum,141812627.46772683,90467165.61907005,45282058.47081134,52722001.32057752,83277363.85426748,117617744.28567342,171401742.64746243,313473564.18730617,386189518.21654826
2044,Boron,5714.460093004577,3843.045476305696,1517.8779003549841,1841.652852128649,3212.4168231927515,4684.777070495019,7019.426791326145,12922.609799054306,16051.760581634293
2044,Cadmium,90985.76856730654,74232.58200702263,16957.27737664681,21420.328179378947,42831.436565317716,70186.04414318682,115155.00862084834,227117.34604205983,285278.7792849379
2044,Cement,296748534.2781476,62701889.32850888,206378227.60641572,216871364.8790046,254839509.45776588,287926644.9561433,326394095.40159273,404674177.4893112,443649053.59000105
2044,Chromium,1808225.0486427716,674401.1555044111,863102.0977341642,951102.1576831732,1324157.8083257363,1687117.413392819,2155821.2953923857,3046088.916153512,3435132.63881348
2044,Copper,31370864.348366376,22729019.662808526,11389696.738301007,12880469.284444125,19065851.99416203,25968709.412756965,36548586.33827254,64843416.25928908,82344863.31589681
2044,Dysprosium,49082.32040687312,62456.49016878121,5860.888525221794,7470.986679758847,16050.88185655673,30052.730420313375,56817.63088249089,159623.2280350753,207130.27642973114
2044,Fiberglass,39236096.98119115,33669289.60537267,7513336.28882226,9287736.934765477,18172366.818527687,29686426.67556978,49174478.484658,100007949.14137653,128276418.3208471
2044,Gadium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,Gallium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
