scenario,year,material,mean,std,p2,p5,p25,p50,p75,p95,p97
Adv_CCS,2035,Nickel,27612.77966703638,8972.973287022403,12599.990228419909,13435.69125352074,19928.71398705854,27620.195778005567,35431.55991508262,41517.64096109297,42192.221453459846
Adv_CCS,2035,Niobium,3922.6212640085478,206.6430928246179,3580.2876016407386,3598.58238133339,3744.9369626708653,3920.7546893008916,4099.6417063190265,4249.659849169409,4270.217597299503
Adv_CCS,2035,Praseodymium,1221.068020634822,1104.9050000085479,383.5843804673616,390.8359990723358,500.19844009093333,816.5857692786917,1521.8370200079223,3364.3140734029253,4301.519689550175
Adv_CCS,2035,Selenium,171.67371592915444,143.6330835646825,30.072038126164514,34.21286532027117,69.153599057567,129.93273997320716,222.6954764355072,457.1201261747896,572.3846959410247
Adv_CCS,2035,Silicon,385324.98093818815,193444.500898127,72139.01686410837,87133.12055980056,213183.1945568232,388253.89902422205,554230.7386604699,683546.103079879,699890.176427308
Adv_CCS,2035,Silver,3528.9163136163365,1839.7741456000122,510.30068227566204,658.0567463371607,1971.6171261187728,3529.621828165391,5130.283404976673,6420.166121475146,6588.57978840048
Adv_CCS,2035,Steel,19469750.701807544,2887661.776801101,14410651.718854133,15202731.561930854,17525297.4515501,19223178.32211434,21162321.668740835,24556358.279200934,26092541.808928408
Adv_CCS,2035,Tellurium,565.7651963257235,352.67299058490335,127.31697262637748,156.56731756322137,307.97617158584677,483.4606435014424,740.1126150868761,1211.4377993047615,1485.5486435750415
Adv_CCS,2035,Terbium,639.374854475989,680.8038517792572,85.78336672404761,90.23637056183158,172.88971935698714,394.84469662488164,860.117960233541,2026.0637763730986,2543.3574579904525
Adv_CCS,2035,Tin,46269.520685399344,2659.006044748223,41880.5746413156,42141.73112825102,44003.82570378346,46197.3274336058,48614.22810384532,50415.93998574007,50641.63997922526
Adv_CCS,2035,Vanadium,71737.0424555577,3657.0490153920205,65743.49445010796,66079.74805597568,68560.01218709233,71694.69641020117,74879.86186139901,77437.3615935594,77789.1991893738
Adv_CCS,2035,Yttrium,116.35516143550693,42.50778935510752,46.92180256767929,50.79166711065978,79.32432352842247,116.24236192478,152.87549309006806,183.13179899529467,186.70841884980996
Adv_CCS,2035,Zinc,523095.84342672006,30309.3091715929,473281.8344985185,475564.5928161194,496976.1395153037,522962.3793419088,549400.7076168767,569972.5377607436,572758.0016002273
Adv_CCS,2038,Aluminum,1219160.378611969,383863.1001962756,802053.2635030291,832167.1327657048,952684.3736738192,1112747.145487506,1364647.5546094114,1978356.2824650838,2266365.3405661625
Adv_CCS,2038,Boron,157.18311202328593,46.19202491968547,120.40254101459621,121.61639201376255,128.53264365833851,139.41836609333413,167.9825961584941,253.02706816923472,281.7235517529166
Adv_CCS,2038,Cadmium,344.18981391229136,213.4461515948988,49.00858961193431,74.79260127130286,192.8240614693357,303.58194808660505,456.74270068435123,733.9082870535734,862.8879039870859
Adv_CCS,2038,Cement,4278659.909545721,661190.0860460446,3185249.0610077525,3255879.094796554,3711405.7609039694,4290104.959932187,4836481.555700883,5309998.982670148,5389186.019490203
Adv_CCS,2038,Chromium,40760.323911018255,12800.120995274052,19795.855793712497,20812.018032815595,29728.225406641068,41073.24676231013,51926.20758572232,60445.06194044811,61635.69506604753
Adv_CCS,2038,Copper,376750.7887301851,193387.89640809954,152340.33945182597,168770.37670316105,244916.75523364858,332374.24916807306,452208.0877953509,744565.127294277,891955.7038712347
Adv_CCS,2038,Dysprosium,728.7005202405492,724.714763532268,130.0986483625129,155.88970325288636,287.807319861396,463.76791030737945,894.5669710118516,2199.586548132009,2754.2418502063565
Adv_CCS,2038,Fiberglass,633793.1093375933,43753.45823047724,558366.3117757204,565109.7562052076,596940.1634439754,633911.9603492194,670217.8304550854,701381.9865998671,707902.7573958635
Adv_CCS,2038,Gadium,11.846205845331992,4.472496873777135,4.554590209690056,4.898217933113476,7.991538366970704,11.764126832337093,15.748116651694433,18.84090867768507,19.228272290720994
Adv_CCS,2038,Gallium,18.042409677428534,21.79810194773777,1.103563109041819,1.78043332107085,5.5707166774838806,11.0427636483145,22.033645589271043,56.69665074685219,74.3713808216547
Adv_CCS,2038,Germanium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adv_CCS,2038,Glass,3860997.3121984443,257401.824475079,3435099.8973412956,3460976.957875957,3640094.0060121426,3858466.761179967,4079723.847961098,4262085.182674673,4286408.789360713
Adv_CCS,2038,Indium,115.10639878045387,33.30938184012555,76.42605825543919,78.2424404834593,90.74544624475661,106.91944436843013,130.08200239282448,181.95494648796088,200.62269891284416
Adv_CCS,2038,Lead,490936.365430371,26733.182718704193,443406.9169824913,448382.4106812582,468896.87707039755,490729.2440238924,514005.159518049,532244.757348962,536849.9045413351
Adv_CCS,2038,Magnesium,3027.583197923973,165.87364485921026,2758.054006578497,2772.573021072887,2881.621200809102,3026.5101882855424,3169.1516786085867,3286.488703474859,3299.801746837323
Adv_CCS,2038,Manganese,53277.863611594774,381.40687702994563,52656.23673167117,52689.33126607643,52943.97169281839,53272.77290631759,53601.729378158605,53885.246819565815,53922.89804527913
Adv_CCS,2038,Molybdenum,7395.969263028185,855.6409880715272,5977.260882844729,6070.89674947923,6662.804092316253,7389.34560142688,8130.026810645325,8734.374535404047,8856.890211610202
Adv_CCS,2038,Neodymium,11400.84442836245,5847.220878979899,1857.2454681146028,2340.4683428446547,6344.874210662878,11371.413780654773,16418.046995368313,20617.630512949643,21084.378492611057
Adv_CCS,2038,Nickel,19528.34834140929,6273.930292221933,9017.269805285472,9626.063459945133,14153.596535204655,19536.656714915858,24995.652394263863,29267.977316025343,29731.018680714278
Adv_CCS,2038,Niobium,2814.558624505422,145.020661441954,2572.507407385486,2586.4459921631715,2691.138472650931,2813.264578568825,2938.9805014259855,3044.7324973570107,3060.2424900825235
Adv_CCS,2038,Praseodymium,914.2199424419365,772.5769365709019,328.00944395493906,333.3977955446028,409.751975427027,630.9601109614799,1126.9487510530953,2414.44936718429,3068.8587784468104
Adv_CCS,2038,Selenium,115.3238357188862,96.48721147066092,20.201244936208212,22.982894255609672,46.4547426722894,87.28384469384102,149.59830280825224,307.0758155927196,384.5061446095097
Adv_CCS,2038,Silicon,272506.3908485126,130122.60073005488,61943.40451516981,71729.74534768086,155454.17415507443,275984.482997103,385782.77496735385,473032.3426987341,484690.7983517429
Adv_CCS,2038,Silver,2494.0460178130975,1237.8979139120345,459.92036859971915,563.254974729774,1440.2764358578459,2498.0929587590836,3558.6779591605914,4441.234763834038,4557.736027349711
Adv_CCS,2038,Steel,14272033.147482548,2231637.654291934,10582160.703308033,11072549.277152617,12788354.599299876,14051601.278743904,15517687.008367294,18225678.828145996,19545916.314161073
Adv_CCS,2038,Tellurium,380.05941796854125,236.9122250810128,85.5266722452112,105.17593512718553,206.88661176271557,324.7703675891531,497.17934497891963,813.7975752113693,997.9347554564587
Adv_CCS,2038,Terbium,458.72281071743544,476.02273979363093,71.63090650526743,74.84800474483696,132.38597911662347,287.98006165492035,613.1552245599858,1428.1113288511501,1789.7497566915208
Adv_CCS,2038,Tin,32713.926617408237,1788.459160760312,29771.116472454993,29922.335028328696,31197.163441695026,32662.428778932735,34278.892412050314,35497.96794118185,35641.08482403074
Adv_CCS,2038,Vanadium,63500.63510853618,3329.5182205397978,58042.49028283668,58350.7219904006,60605.353102478126,63460.36399723923,66363.32344578134,68689.01043853922,69009.74940634391
Adv_CCS,2038,Yttrium,81.35501684316903,29.721259257308223,32.80751787123133,35.51331012995691,55.46321793644532,81.27614792165429,106.88987202466228,128.04494796769333,130.54570483069665
Adv_CCS,2038,Zinc,365737.4929708727,21192.12321895853,330908.0966425901,332503.73162853695,347474.39656925696,365644.8797761151,384130.19986479916,398513.21027416305,400460.83877811715
Adv_CCS,2041,Aluminum,1570308.6052011852,499100.3605969103,1047376.63256562,1079341.8986612007,1223845.525508029,1423322.1603114223,1752130.3945499668,2575110.1222902923,2943132.344595889
Adv_CCS,2041,Boron,121.36919763575251,46.22427771169596,87.10467224986145,87.71977657269575,91.90522591695296,103.56777189329732,131.29049939095796,218.15014421300037,247.22852036268688
Adv_CCS,2041,Cadmium,453.3318886751251,281.12960675126203,64.54914001535157,98.5092231749932,253.96828271674997,399.84732938332843,601.575127358585,966.629506267446,1136.5083666568564
Adv_CCS,2041,Cement,4741282.828572601,670612.1551777784,3610971.8622011677,3698632.971957597,4166226.6100262566,4762449.60232885,5295725.512865055,5789257.86407728,5883953.015372739
Adv_CCS,2041,Chromium,39349.365613173584,12825.161458442204,18374.59041266844,19374.753724498707,28266.7050879735,39639.02261913141,50562.5907961147,59085.14833651588,60259.01490929494
Adv_CCS,2041,Copper,389839.9688390304,201738.55912038454,158735.66046828602,174405.76291857808,251703.06751284024,339792.5840090184,470819.0327921815,762816.4262792815,912580.9640316903
Adv_CCS,2041,Dysprosium,637.7851712912063,722.1898969383145,94.09823811237113,106.28249405457977,178.76039300803043,369.4622092461069,803.1047415330567,2113.2427597049937,2713.5955783532268
Adv_CCS,2041,Fiberglass,591974.2239809287,42456.36404346441,522149.76287705917,526382.9396159358,554888.897066151,592127.0997745933,628629.2160417424,657359.4525811069,661029.2635924673
Adv_CCS,2041,Gadium,15.602619985921907,5.89071893742808,5.998843947270845,6.451435507404488,10.525643220347435,15.494513840773028,20.74182086808665,24.8153326158195,25.32552865069212
Adv_CCS,2041,Gallium,23.763630777880334,28.710247445088612,1.453501318960024,2.345006061994767,7.3371825969298445,14.54440747092852,29.020481622759267,74.67507382764703,97.95443435129998
Adv_CCS,2041,Germanium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adv_CCS,2041,Glass,5122170.38233399,339241.0309878629,4560536.751396461,4595360.649329525,4831003.721194851,5118454.64491405,5411699.039013123,5649246.703020914,5683631.472882085
Adv_CCS,2041,Indium,151.60646552728159,43.871736959749086,100.6606469236251,103.05300123714967,119.52069140920466,140.82344012651936,171.33081062767437,239.6525876451075,264.23985641956483
Adv_CCS,2041,Lead,465198.24068873544,25951.567310235445,421640.7513368441,424535.74355289846,443183.18888319016,464923.8588984754,487299.11346680444,505147.2443058206,507794.70824327174
Adv_CCS,2041,Magnesium,4019.553542413598,218.61250385121497,3664.1911823183395,3683.8098999222047,3827.5806366683137,4018.8254417934686,4206.733882019966,4360.26078235655,4378.530586753158
Adv_CCS,2041,Manganese,55800.88456847773,431.498193063335,55139.86574462081,55176.05185831438,55449.27427581711,55782.87628932753,56110.79306567183,56404.85903222474,56518.31547432914
