,0
reserves_high_risk_frac,4.9962581182068595
reserves_china_frac,4.671940513684889
global_reserve_coverage,3.1099055520688395
import_dependency,2.9910104449145454
import_china_frac,2.7928167415948826
import_hhi,2.661722191358125
domestic_reserve_share,2.362357980531105
scenario_cv,2.2402928864657823
hhi_wgi,2.1535500834917642
growth_rate_long_pct,1.9640975705849772
production_hhi,1.7615540768305857
us_capacity_ratio,1.46955539189664
global_capacity_ratio,1.352504666956341
