component,explained_variance_ratio,cumulative_variance_ratio,explained_variance_pct,cumulative_variance_pct
SPC1,0.36973294960379327,0.36973294960379327,36.97329496037933,36.97329496037933
SPC2,0.18398433452214938,0.5537172841259427,18.398433452214938,55.371728412594265
SPC3,0.15303810498991527,0.706755389115858,15.303810498991528,70.6755389115858
SPC4,0.16266336218332567,0.8694187512991837,16.266336218332565,86.94187512991837
SPC5,0.1305812487008164,1.0,13.058124870081638,100.0
