technology,material,n_samples,mean,std,median,q25,q75,min,max,use_parametric,recommendation,best_distribution,ks_statistic,ks_pvalue,ad_statistic,aic,bic,param_s,param_loc,param_scale
offshore wind,Fiberglass,5,8.8098,2.726188768225707,10.551,5.833,10.921,5.823,10.921,True,"Forced lognormal distribution (n=5, KS p=0.3982, AIC=29.55)",lognormal,0.37028210089592517,0.39816338107572113,0.8682503135023323,29.551816106417782,28.380129843720084,0.30229694726616346,0,8.436677357234428
offshore wind,Lead,3,5.743333333333333,1.6916362887256033,6.72,5.255,6.72,3.79,6.72,True,"CV borrowed from median of n>5 pairs (n=3, CV: 0.275 → 0.881, median preserved: 6.72)",lognormal,0.42691660557319006,0.52054176282219,0.6192748362552574,16.942356009389012,14.238192875393342,0.7577901535924403,0,6.72
offshore wind,Molybdenum,1,0.075315,0.0,0.075315,0.075315,0.075315,0.075315,0.075315,True,"CV borrowed from median of n>5 pairs (n=1, CV: 0.996 → 0.881, median preserved: 0.08)",lognormal,0.0,1.0,0.0,0.0,0.0,0.7577901535924403,0,0.075315
offshore wind,Neodymium,41,0.1488509756097561,0.0507990341347588,0.1657,0.124,0.186,0.034,0.216,True,"Forced lognormal distribution (n=41, KS p=0.0083, AIC=-99.11)",lognormal,0.2533964642026207,0.008294615829124274,4.391454525296027,-99.11191912483399,-93.97120292472107,0.495459597725323,0,0.13553549211579458
offshore wind,Nickel,3,0.111,0.0,0.111,0.111,0.111,0.111,0.111,True,"CV borrowed from median of n>5 pairs (n=3, CV: 0.010 → 0.881, median preserved: 0.11)",lognormal,0.0,1.0,0.0,999999.0,999999.0,0.7577901535924403,0,0.111
offshore wind,Niobium,1,0.037656999999999996,0.0,0.037656999999999996,0.037656999999999996,0.037656999999999996,0.037656999999999996,0.037656999999999996,True,"CV borrowed from median of n>5 pairs (n=1, CV: 0.996 → 0.881, median preserved: 0.04)",lognormal,0.0,1.0,0.0,0.0,0.0,0.7577901535924403,0,0.037656999999999996
offshore wind,Praseodymium,4,0.03245,0.001968925256749649,0.032,0.03095,0.0335,0.0308,0.035,True,"CV borrowed from median of n>5 pairs (n=4, CV: 0.052 → 0.881, median preserved: 0.03)",lognormal,0.3032080841037219,0.7608052827229905,0.3754310662335403,-33.73787771469269,-35.57899463133302,0.7577901535924403,0,0.032
offshore wind,Steel,20,302.45475,218.4249501031551,221.33499999999998,154.0,337.625,125.0,917.224,True,"Forced lognormal distribution (n=20, KS p=0.8478, AIC=261.29)",lognormal,0.12964268877482638,0.8478308750873682,0.5235958609458748,261.2904509537641,264.27764777442604,0.5679327300757844,0,251.91079604082222
offshore wind,Terbium,3,0.006386666666666666,0.0005371529887595649,0.0061600000000000005,0.00608,0.006580000000000001,0.006,0.007,True,"CV borrowed from median of n>5 pairs (n=3, CV: 0.067 → 0.881, median preserved: 0.01)",lognormal,0.35904444847118977,0.7080966407156312,0.42787886902653227,-32.01056545469122,-34.71472858868689,0.7577901535924403,0,0.0061600000000000005
offshore wind,Vanadium,2,7.0,0.0,7.0,7.0,7.0,7.0,7.0,True,"CV borrowed from median of n>5 pairs (n=2, CV: 0.010 → 0.881, median preserved: 7.00)",lognormal,0.0,1.0,0.0,999999.0,999999.0,0.7577901535924403,0,7.0
onshore wind,Aluminum,37,1.7025135135135134,1.3629466978576974,1.64,0.56,2.133,0.05,5.3,True,"Forced lognormal distribution (n=37, KS p=0.2288, AIC=121.70)",lognormal,0.16663526054948846,0.22878430558590312,0.7646424091205972,121.69781124298036,126.53056498091304,0.9942313476973909,0,1.1622185919740617
onshore wind,Boron,3,0.0026666666666666666,0.002886751345948129,0.001,0.001,0.0035,0.001,0.006,True,"CV borrowed from median of n>5 pairs (n=3, CV: 1.020 → 0.881, median preserved: 0.00)",lognormal,0.42691660557318994,0.52054176282219,0.6192748362552574,-24.362425241841542,-27.066588375837213,0.7577901535924403,0,0.001
onshore wind,Cement,6,54.09383333333333,13.749399454764077,53.5845,42.815749999999994,63.178,38.717,73.075,True,"Forced lognormal distribution (n=6, KS p=0.8975, AIC=53.17)",lognormal,0.21357236340858932,0.8975245303035475,0.31594983207743343,53.16977874758777,52.545057155271934,0.2341999021424508,0,52.63896411114459
onshore wind,Chromium,10,0.52649,0.2127371902397677,0.4975,0.359,0.65725,0.239,0.902,True,"Forced lognormal distribution (n=10, KS p=0.8357, AIC=1.40)",lognormal,0.1825151518446756,0.8356604463924624,0.24613364147326955,1.3965722844683661,2.304327563450504,0.3937365182329613,0,0.4881968417852707
onshore wind,Copper,102,3.500320726441177,2.741888834631268,2.52,1.94,4.67725,0.892,15.35,True,"Forced lognormal distribution (n=102, KS p=0.1373, AIC=406.93)",lognormal,0.11291717863635381,0.13732343716378215,1.0008389284512873,406.93194258897535,414.80686102882817,0.6049334056143734,0,2.8549405704010065
onshore wind,Dysprosium,47,0.013441276595744683,0.010761135712048986,0.013300000000000001,0.0035,0.0175,0.0009,0.05,True,"Forced lognormal distribution (n=47, KS p=0.0151, AIC=-300.97)",lognormal,0.22371490629558122,0.015094661221538908,1.7228717337727488,-300.96603932784916,-295.415596522719,1.048664632945045,0,0.008808375287536729
onshore wind,Fiberglass,3,8.653333333333334,1.1261142630005772,8.98,8.190000000000001,9.280000000000001,7.4,9.58,True,"CV borrowed from median of n>5 pairs (n=3, CV: 0.110 → 0.881, median preserved: 8.98)",lognormal,0.3189574038427962,0.8304640890619122,0.354753689127731,14.165698420569857,11.461535286574186,0.7577901535924403,0,8.98
onshore wind,Lead,2,6.72,0.0,6.72,6.72,6.72,6.72,6.72,True,"CV borrowed from median of n>5 pairs (n=2, CV: 0.010 → 0.881, median preserved: 6.72)",lognormal,0.0,1.0,0.0,999999.0,999999.0,0.7577901535924403,0,6.72
onshore wind,Manganese,3,0.79,0.010000000000000009,0.79,0.785,0.795,0.78,0.8,True,"CV borrowed from median of n>5 pairs (n=3, CV: 0.010 → 0.881, median preserved: 0.79)",lognormal,0.2234822745865327,0.9911967261663699,0.24550184841326894,-14.333745184893438,-17.03790831888911,0.7577901535924403,0,0.79
onshore wind,Molybdenum,4,0.100575,0.01872402645444261,0.10400000000000001,0.093075,0.1115,0.07529999999999999,0.119,True,"CV borrowed from median of n>5 pairs (n=4, CV: 0.173 → 0.881, median preserved: 0.10)",lognormal,0.24617197694982879,0.9172172215432526,0.32044208431962407,-15.23035964180847,-17.071476558448797,0.7577901535924403,0,0.10400000000000001
onshore wind,Neodymium,50,0.12294739999999998,0.08063427836971124,0.15,0.0402,0.186,0.0062,0.31,True,"Forced lognormal distribution (n=50, KS p=0.0027, AIC=-97.02)",lognormal,0.25218992470129836,0.0027347923065835777,3.1389270224941868,-97.01746586938167,-91.28139685309723,1.0180872875499958,0,0.08483569861749242
onshore wind,Nickel,13,0.24981538461538463,0.14160806148282334,0.24,0.111,0.377,0.111,0.44,True,"Forced lognormal distribution (n=13, KS p=0.1265, AIC=-10.71)",lognormal,0.31227212495205275,0.1265406271059505,1.5736081953542644,-10.714638293039844,-9.019790220655233,0.6053807520408631,0,0.21015465643668688
onshore wind,Niobium,1,0.037700000000000004,0.0,0.037700000000000004,0.037700000000000004,0.037700000000000004,0.037700000000000004,0.037700000000000004,True,"CV borrowed from median of n>5 pairs (n=1, CV: 0.996 → 0.881, median preserved: 0.04)",lognormal,0.0,1.0,0.0,0.0,0.0,0.7577901535924403,0,0.037700000000000004
onshore wind,Praseodymium,15,0.018373333333333335,0.024155285333106905,0.004,0.0025,0.026000000000000002,0.001,0.075,True,"Forced lognormal distribution (n=15, KS p=0.5701, AIC=-88.68)",lognormal,0.19245276344149975,0.5701139018001915,0.47886416734757375,-88.67580703394067,-86.55165643063404,1.432345222709597,0,0.0071968497425446065
onshore wind,Steel,48,122.33868749999999,26.144244950833865,119.9925,108.25025,132.7,54.0,204.0,True,"Forced lognormal distribution (n=48, KS p=0.6609, AIC=455.97)",lognormal,0.10211985272566565,0.6609175432758514,0.6878129844593346,455.965958546117,461.5795615788407,0.2197072283603175,0,119.5418198914996
onshore wind,Terbium,16,0.007212499999999999,0.008460328992815035,0.0066,0.001,0.00825,0.0003,0.03,True,"Forced lognormal distribution (n=16, KS p=0.3360, AIC=-120.61)",lognormal,0.22584179145832028,0.33604117192809047,0.7400376735336565,-120.61011720165615,-118.29235103493681,1.281364702843855,0,0.00361222851536096
onshore wind,Vanadium,2,0.0902,0.0002828427124746271,0.0902,0.0901,0.0903,0.09,0.09040000000000001,True,"CV borrowed from median of n>5 pairs (n=2, CV: 0.002 → 0.881, median preserved: 0.09)",lognormal,0.3413447460685377,0.933249098925395,0.3592829820795682,-22.393021910454213,-26.313580368774378,0.7577901535924403,0,0.0902
onshore wind,Yttrium,2,0.001225,0.0010960155108391486,0.001225,0.0008375,0.0016125,0.00045,0.002,True,"CV borrowed from median of n>5 pairs (n=2, CV: 0.863 → 0.881, median preserved: 0.00)",lognormal,0.3413447460685428,0.9332490989253874,0.3592829820796126,-17.339032099900066,-21.259590558220232,0.7577901535924403,0,0.001225
onshore wind,Zinc,2,5.5,0.0,5.5,5.5,5.5,5.5,5.5,True,"CV borrowed from median of n>5 pairs (n=2, CV: 0.010 → 0.881, median preserved: 5.50)",lognormal,0.0,1.0,0.0,999999.0,999999.0,0.7577901535924403,0,5.5
utility-scale solar pv,Aluminum,4,21.86325,11.721936796024794,19.0,16.98825,23.875,10.953,38.5,True,"CV borrowed from median of n>5 pairs (n=4, CV: 0.469 → 0.881, median preserved: 19.00)",lognormal,0.2846957427364023,0.8166166908617142,0.343266071379583,34.76059692301309,32.91948000637276,0.7577901535924403,0,19.0
utility-scale solar pv,Cement,6,7.705166666666667,2.193008291517993,7.1475,6.5665,9.44,4.847,10.512,True,"Forced lognormal distribution (n=6, KS p=0.9159, AIC=31.20)",lognormal,0.20678203442870557,0.9158717860973838,0.2890028269312639,31.195386503052845,30.57066491073701,0.2653817887409528,0,7.44291658628011
utility-scale solar pv,Copper,11,2.614181818181818,3.0072377298172426,0.884,0.6415,4.8705,0.25,7.53,True,"Forced lognormal distribution (n=11, KS p=0.4561, AIC=47.25)",lognormal,0.24430634283885716,0.4560740403131238,0.6120481918086753,47.25349681454532,48.44718263294043,1.2034668366390653,0,1.3112934163170133
utility-scale solar pv,Glass,3,63.36666666666667,8.787680771018788,66.7,60.05,68.35,53.4,70.0,True,"CV borrowed from median of n>5 pairs (n=3, CV: 0.118 → 0.881, median preserved: 66.70)",lognormal,0.3554199803620594,0.7180337041056377,0.4202571765273504,26.53812392578515,23.83396079178948,0.7577901535924403,0,66.7
utility-scale solar pv,Lead,5,0.025769999999999998,0.029542591287833906,0.00632,0.006,0.039,0.00553,0.072,True,"Forced lognormal distribution (n=5, KS p=0.3918, AIC=-21.45)",lognormal,0.3722073596196947,0.3917548120524357,0.6885270636376601,-21.452494301539286,-22.624180564236987,1.090229761080617,0,0.014256013983502005
utility-scale solar pv,Magnesium,1,0.0535,0.0,0.0535,0.0535,0.0535,0.0535,0.0535,True,"CV borrowed from median of n>5 pairs (n=1, CV: 0.996 → 0.881, median preserved: 0.05)",lognormal,0.0,1.0,0.0,0.0,0.0,0.7577901535924403,0,0.0535
utility-scale solar pv,Nickel,5,0.00114,0.00015165750888103096,0.0011,0.001,0.0013,0.001,0.0013,True,"Forced lognormal distribution (n=5, KS p=0.7445, AIC=-69.00)",lognormal,0.27909202612109507,0.7445443440799355,0.5688561338505114,-69.00127168532127,-70.17295794801898,0.11820697512959727,0,0.001132024634814548
utility-scale solar pv,Silicon,15,4.899933333333333,2.2372122469929487,4.0,3.3985000000000003,6.6295,0.638,9.0,True,"Forced lognormal distribution (n=15, KS p=0.4347, AIC=77.69)",lognormal,0.21448150176022962,0.4347260990374896,1.0199641374363395,77.69452574830598,79.81867635161261,0.6223150823708139,0,4.242648595393965
utility-scale solar pv,Silver,30,0.03363129166666667,0.023070446499113592,0.029728125,0.01725,0.0448421875,0.004,0.084,True,"Forced lognormal distribution (n=30, KS p=0.9053, AIC=-143.45)",lognormal,0.09854105587457396,0.9052846234327069,0.3161341074196322,-143.446427553219,-139.24283540823254,0.7725831331628867,0,0.025947067916021173
utility-scale solar pv,Steel,2,55.95,0.07071067811865576,55.95,55.925,55.975,55.9,56.0,True,"CV borrowed from median of n>5 pairs (n=2, CV: 0.001 → 0.881, median preserved: 55.95)",lognormal,0.3413447460685041,0.933249098925444,0.359282982079403,-0.30717549381022025,-4.227733952130384,0.7577901535924403,0,55.95
utility-scale solar pv,Tin,1,0.577,0.0,0.577,0.577,0.577,0.577,0.577,True,"CV borrowed from median of n>5 pairs (n=1, CV: 0.996 → 0.881, median preserved: 0.58)",lognormal,0.0,1.0,0.0,0.0,0.0,0.7577901535924403,0,0.577
