technology,material,n_samples,mean,std,median,q25,q75,min,max,use_parametric,recommendation,best_distribution,ks_statistic,ks_pvalue,ad_statistic,aic,bic,param_loc,param_scale,param_min,param_max,param_a,param_s
onshore wind,Lead,2,6.72,0.0,6.72,6.72,6.72,6.72,6.72,True,"Using uniform distribution (n=2, KS p=0.5000, AIC=5.18)",uniform,0.5,0.5,0.7725887222397811,5.182600968403829,2.56889532952372,6.048,1.3439999999999994,6.048,7.3919999999999995,,
onshore wind,Manganese,3,0.79,0.010000000000000009,0.79,0.785,0.795,0.78,0.8,True,"Using uniform distribution (n=3, KS p=0.7778). Best AIC rejected: lognormal: Lognormal shape s=15.31 > 3.0",uniform,0.33333333333333337,0.7777777777777778,13.736861620500076,-19.47213803256887,-21.274913455232653,0.78,0.020000000000000018,0.78,0.8,,
onshore wind,Molybdenum,4,0.100575,0.01872402645444261,0.10400000000000001,0.093075,0.1115,0.07529999999999999,0.119,True,"Using uniform distribution (n=4, KS p=0.7942). Best AIC rejected: lognormal: Lognormal shape s=15.33 > 3.0",uniform,0.29233409610984007,0.7941554931833851,10.379735108549584,-21.04325741504474,-22.270668692804957,0.07529999999999999,0.0437,0.07529999999999999,0.119,,
onshore wind,Neodymium,50,0.12294739999999998,0.08063427836971124,0.15,0.0402,0.186,0.0062,0.31,True,"Using uniform distribution (n=50, KS p=0.0003, AIC=-115.14)",uniform,0.2922053982883476,0.00028165280678323567,7.681369093176279,-115.13856888204646,-111.31452287119016,0.0062,0.3038,0.0062,0.31,,
onshore wind,Nickel,13,0.24981538461538463,0.14160806148282334,0.24,0.111,0.377,0.111,0.44,True,"Using uniform distribution (n=13, KS p=0.0051). Best AIC rejected: lognormal: Lognormal shape s=17.93 > 3.0",uniform,0.45849894786065,0.005096621328168682,45.279799456770064,-24.9041357336359,-23.774237018712828,0.111,0.329,0.111,0.44,,
onshore wind,Niobium,1,0.037700000000000004,0.0,0.037700000000000004,0.037700000000000004,0.037700000000000004,0.037700000000000004,0.037700000000000004,True,Single data point - using narrow uniform distribution around 0.038,uniform,0.0,1.0,0.0,0.0,0.0,0.03393,0.007540000000000005,0.03393,0.04147000000000001,,
onshore wind,Praseodymium,15,0.018373333333333335,0.024155285333106905,0.004,0.0025,0.026000000000000002,0.001,0.075,True,"Using gamma distribution (n=15, KS p=0.3810, AIC=-115.94)",gamma,0.22415748050121675,0.38102348501460626,2.9644386531301308,-115.9392339582607,-113.81508335495407,0.0009999999999999998,0.014965515901940878,,,0.5873413158253109,
onshore wind,Steel,48,122.33868749999999,26.144244950833865,119.9925,108.25025,132.7,54.0,204.0,True,"Using lognormal distribution (n=48, KS p=0.7482, AIC=453.46)",lognormal,0.09458825605370202,0.7481534852144658,0.5526886182789426,453.45709926802976,459.07070230075345,-167.7387070139585,288.9397514004747,,,,0.0885537757233004
onshore wind,Terbium,16,0.007212499999999999,0.008460328992815035,0.0066,0.001,0.00825,0.0003,0.03,True,"Using gamma distribution (n=16, KS p=0.3008, AIC=-147.56)",gamma,0.23306612632498425,0.3007600899941977,1.917696512273288,-147.56377760957247,-145.24601144285313,0.0002999999999999999,0.009009695180585683,,,0.6385012465910336,
onshore wind,Vanadium,2,0.0902,0.0002828427124746271,0.0902,0.0901,0.0903,0.09,0.09040000000000001,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=15.50 > 3.0",uniform,0.5,0.5,21.025850888870277,-27.296184043425054,-29.909889682305163,0.09,0.00040000000000001146,0.09,0.09040000000000001,,
onshore wind,Yttrium,2,0.001225,0.0010960155108391486,0.001225,0.0008375,0.0016125,0.00045,0.002,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=18.95 > 3.0",uniform,0.5,0.5,21.025850888870277,-21.878001392203927,-24.491707031084037,0.00045,0.0015500000000000002,0.00045,0.002,,
onshore wind,Zinc,2,5.5,0.0,5.5,5.5,5.5,5.5,5.5,True,"Using uniform distribution (n=2, KS p=0.5000, AIC=4.38)",uniform,0.5,0.5,0.7725887222397811,4.381240719217298,1.7675350803371888,4.95,1.0999999999999996,4.95,6.05,,
utility-scale solar pv,Aluminum,4,21.86325,11.721936796024794,19.0,16.98825,23.875,10.953,38.5,True,"Using gamma distribution (n=4, KS p=0.2881). Best AIC rejected: lognormal: Lognormal shape s=15.80 > 3.0",gamma,0.4519145065106289,0.28805269596929683,5.912032121852022,29.127012139805394,27.285895223165067,10.952999999999998,7.228966103388295,,,0.9250327691274813,
utility-scale solar pv,Cement,6,7.705166666666667,2.193008291517993,7.1475,6.5665,9.44,4.847,10.512,True,"Using uniform distribution (n=6, KS p=0.7404). Best AIC rejected: lognormal: Lognormal shape s=13.34 > 3.0",uniform,0.25707561047366867,0.7403608141706313,7.006063142438784,24.811682733759636,24.395201672215745,4.847,5.665,4.847,10.512,,
utility-scale solar pv,Copper,11,2.614181818181818,3.0072377298172426,0.884,0.6415,4.8705,0.25,7.53,True,"Using gamma distribution (n=11, KS p=0.3720). Best AIC rejected: lognormal: Lognormal shape s=10.87 > 3.0",gamma,0.2618071444590666,0.37201370304526027,3.6115317583943796,16.916431980777496,18.110117799172606,0.24999999999999994,2.0099107315861717,,,0.5405848892130154,
utility-scale solar pv,Glass,3,63.36666666666667,8.787680771018788,66.7,60.05,68.35,53.4,70.0,True,"Using uniform distribution (n=3, KS p=0.4120). Best AIC rejected: lognormal: Lognormal shape s=16.63 > 3.0",uniform,0.4678714859437753,0.4120308591991224,14.187686146405039,20.85641617217499,19.053640749511207,53.4,16.6,53.4,70.0,,
utility-scale solar pv,Lead,5,0.025769999999999998,0.029542591287833906,0.00632,0.006,0.039,0.00553,0.072,True,"Using gamma distribution (n=5, KS p=0.1965). Best AIC rejected: lognormal: Lognormal shape s=14.68 > 3.0",gamma,0.44874916376359736,0.19646124535961407,6.197493727509707,-44.769260756731306,-45.940947019429004,0.0055299999999999985,0.013840496753960775,,,0.686048198556843,
utility-scale solar pv,Magnesium,1,0.0535,0.0,0.0535,0.0535,0.0535,0.0535,0.0535,True,Single data point - using narrow uniform distribution around 0.053,uniform,0.0,1.0,0.0,0.0,0.0,0.04815,0.010700000000000008,0.04815,0.058850000000000006,,
utility-scale solar pv,Nickel,5,0.00114,0.00015165750888103096,0.0011,0.001,0.0013,0.001,0.0013,True,"Using gamma distribution (n=5, KS p=0.0978). Best AIC rejected: lognormal: Lognormal shape s=16.90 > 3.0",gamma,0.5113089184823134,0.09776149419624748,5.022752607089341,-124.58614274276655,-125.75782900546426,0.0009999999999579896,0.0001339589669247395,,,0.22337970243134436,
utility-scale solar pv,Silicon,15,4.899933333333333,2.2372122469929487,4.0,3.3985000000000003,6.6295,0.638,9.0,True,"Using uniform distribution (n=15, KS p=0.5115, AIC=67.71)",uniform,0.20169018576098224,0.511495661396516,3.2071072489309813,67.7109289880312,69.12702939023562,0.638,8.362,0.638,9.0,,
utility-scale solar pv,Silver,30,0.03363129166666667,0.023070446499113592,0.029728125,0.01725,0.0448421875,0.004,0.084,True,"Using uniform distribution (n=30, KS p=0.0059, AIC=-147.54)",uniform,0.30372395833333327,0.005942952008463065,4.718749715494326,-147.54371865849538,-144.74132389517106,0.004,0.08,0.004,0.084,,
utility-scale solar pv,Steel,2,55.95,0.07071067811865576,55.95,55.925,55.975,55.9,56.0,True,"Using uniform distribution (n=2, KS p=0.5000). Best AIC rejected: lognormal: Lognormal shape s=15.14 > 3.0",uniform,0.5,0.5,21.025850888870277,-5.210340371976127,-7.824046010856236,55.9,0.10000000000000142,55.9,56.0,,
utility-scale solar pv,Tin,1,0.577,0.0,0.577,0.577,0.577,0.577,0.577,True,Single data point - using narrow uniform distribution around 0.577,uniform,0.0,1.0,0.0,0.0,0.0,0.5193,0.11540000000000006,0.5193,0.6347,,
